Tool ,Cutting speed (V),Feed (F),Depth of Cut (D),a,(F) ^ a,b,(D) ^ b,V * Fa * Db,RHS,n,1/n,Tool Life (min),Tool failure (min)
946,800,0.19,0.2,0.6,0.369191897,0.15,0.78551503,232.0046273,4.361981965,0.33,3.03030303,86.78325921,77.25
947,700,0.13,0.25,0.6,0.294012647,0.15,0.812252396,167.1687337,6.053763629,0.33,3.03030303,234.3009884,232.41
948,900,0.19,0.27,0.6,0.369191897,0.15,0.821683497,273.0230001,3.706647423,0.33,3.03030303,52.98899596,50.39
949,800,0.12,0.28,0.6,0.280226206,0.15,0.826178149,185.213415,5.463967069,0.33,3.03030303,171.7405894,162.07
950,700,0.1,0.29,0.6,0.251188643,0.15,0.830538367,146.0352639,6.929833064,0.33,3.03030303,352.8943995,351.54
951,1000,0.13,0.21,0.6,0.294012647,0.15,0.791284929,232.6477762,4.349923376,0.33,3.03030303,86.05829712,83.65
952,700,0.19,0.24,0.6,0.369191897,0.15,0.807293929,208.6324638,4.85063533,0.33,3.03030303,119.7230173,118.6
953,700,0.17,0.19,0.6,0.345357867,0.15,0.779494473,188.4431837,5.370318947,0.33,3.03030303,162.9751739,156.96
954,800,0.2,0.28,0.6,0.380730788,0.15,0.826178149,251.6411661,4.021599548,0.33,3.03030303,67.84402197,64.34
955,900,0.16,0.25,0.6,0.333021283,0.15,0.812252396,243.4476016,4.156952023,0.33,3.03030303,75.00250947,72.8
956,700,0.15,0.3,0.6,0.32037215,0.15,0.834772605,187.2065258,5.40579446,0.33,3.03030303,166.2594927,156.91
957,800,0.14,0.3,0.6,0.30738086,0.15,0.834772605,205.274497,4.929984069,0.33,3.03030303,125.7569125,123.76
958,1000,0.18,0.27,0.6,0.357407369,0.15,0.821683497,293.6757372,3.445977558,0.33,3.03030303,42.48342574,34.58
959,700,0.18,0.21,0.6,0.357407369,0.15,0.791284929,197.9677455,5.111943854,0.33,3.03030303,140.355854,136.46
960,1000,0.1,0.19,0.6,0.251188643,0.15,0.779494473,195.800159,5.168535129,0.33,3.03030303,145.1174416,139.1
961,900,0.13,0.2,0.6,0.294012647,0.15,0.78551503,207.8562176,4.868750194,0.33,3.03030303,121.0830383,114.54
962,700,0.18,0.21,0.6,0.357407369,0.15,0.791284929,197.9677455,5.111943854,0.33,3.03030303,140.355854,138.88
963,700,0.14,0.26,0.6,0.30738086,0.15,0.817045048,175.8008067,5.756515109,0.33,3.03030303,201.1472445,200.28
964,1200,0.2,0.26,0.6,0.380730788,0.15,0.817045048,373.2890457,2.711035889,0.33,3.03030303,20.53672141,17.58
965,900,0.18,0.3,0.6,0.357407369,0.15,0.834772605,268.5184927,3.768827948,0.33,3.03030303,55.72880528,49.39
966,900,0.18,0.28,0.6,0.357407369,0.15,0.826178149,265.7539432,3.808033807,0.33,3.03030303,57.50417534,51.51
967,900,0.13,0.29,0.6,0.294012647,0.15,0.830538367,219.769905,4.604816114,0.33,3.03030303,102.2666944,98.99
968,1200,0.16,0.27,0.6,0.333021283,0.15,0.821683497,328.3657109,3.081929588,0.33,3.03030303,30.28872179,21.72
969,800,0.14,0.2,0.6,0.30738086,0.15,0.78551503,193.1618285,5.239130361,0.33,3.03030303,151.2075051,149.71
970,1200,0.19,0.25,0.6,0.369191897,0.15,0.812252396,359.8524036,2.812264111,0.33,3.03030303,22.94965042,19.3
971,1200,0.17,0.27,0.6,0.345357867,0.15,0.821683497,340.5298315,2.971839488,0.33,3.03030303,27.12752351,26.39
972,700,0.13,0.31,0.6,0.294012647,0.15,0.838888526,172.6506849,5.861546398,0.33,3.03030303,212.47592,209.29
973,1100,0.13,0.3,0.6,0.294012647,0.15,0.834772605,269.9770731,3.748466447,0.33,3.03030303,54.82143345,48.99
974,800,0.11,0.22,0.6,0.265971811,0.15,0.796825827,169.5465669,5.968861645,0.33,3.03030303,224.4845213,221.96
975,900,0.19,0.2,0.6,0.369191897,0.15,0.78551503,261.0052057,3.877317302,0.33,3.03030303,60.7335004,51.01
976,1000,0.15,0.27,0.6,0.32037215,0.15,0.821683497,263.2445084,3.844334707,0.33,3.03030303,59.18142685,50.47
977,1100,0.1,0.29,0.6,0.251188643,0.15,0.830538367,229.4839861,4.409893768,0.33,3.03030303,89.70414436,81.07
978,900,0.14,0.3,0.6,0.30738086,0.15,0.834772605,230.9338091,4.382208062,0.33,3.03030303,88.00841966,82.54
979,700,0.12,0.29,0.6,0.280226206,0.15,0.830538367,162.9170312,6.211750808,0.33,3.03030303,253.3254741,252.31
980,1000,0.15,0.22,0.6,0.32037215,0.15,0.796825827,255.2808032,3.96426205,0.33,3.03030303,64.95509119,55.91
981,1100,0.17,0.21,0.6,0.345357867,0.15,0.791284929,300.6041225,3.366553964,0.33,3.03030303,39.58512873,36.75
982,700,0.18,0.3,0.6,0.357407369,0.15,0.834772605,208.8477166,4.845635933,0.33,3.03030303,119.3494849,114.75
983,1000,0.19,0.25,0.6,0.369191897,0.15,0.812252396,299.877003,3.374716933,0.33,3.03030303,39.87670306,30.16
984,800,0.17,0.2,0.6,0.345357867,0.15,0.78551503,217.027036,4.663013506,0.33,3.03030303,106.2337829,103.07
985,900,0.13,0.24,0.6,0.294012647,0.15,0.807293929,213.619162,4.737402724,0.33,3.03030303,111.4530184,108.52
986,800,0.11,0.22,0.6,0.265971811,0.15,0.796825827,169.5465669,5.968861645,0.33,3.03030303,224.4845213,214.95
987,1000,0.1,0.3,0.6,0.251188643,0.15,0.834772605,209.685398,4.82627789,0.33,3.03030303,117.9105046,111.05
988,900,0.13,0.29,0.6,0.294012647,0.15,0.830538367,219.769905,4.604816114,0.33,3.03030303,102.2666944,98.53
989,900,0.15,0.3,0.6,0.32037215,0.15,0.834772605,240.6941046,4.204506802,0.33,3.03030303,77.63286871,71.9
990,1000,0.12,0.3,0.6,0.280226206,0.15,0.834772605,233.9251603,4.326169953,0.33,3.03030303,84.64213238,79.08
991,900,0.17,0.3,0.6,0.345357867,0.15,0.834772605,259.4657573,3.900321994,0.33,3.03030303,61.83203232,54.71
992,1100,0.2,0.29,0.6,0.380730788,0.15,0.830538367,347.8326794,2.909444856,0.33,3.03030303,25.43813356,17.16
993,700,0.16,0.19,0.6,0.333021283,0.15,0.779494473,181.7117746,5.569259351,0.33,3.03030303,181.9668389,173.49
994,700,0.17,0.26,0.6,0.345357867,0.15,0.817045048,197.5210543,5.123504447,0.33,3.03030303,141.3199211,136.21
995,1000,0.1,0.28,0.6,0.251188643,0.15,0.826178149,207.5265684,4.876484047,0.33,3.03030303,121.6668166,114.15
996,1100,0.15,0.24,0.6,0.32037215,0.15,0.807293929,284.4979405,3.557143501,0.33,3.03030303,46.77396636,41.03
997,900,0.11,0.19,0.6,0.265971811,0.15,0.779494473,186.5912013,5.423621227,0.33,3.03030303,167.9265045,159.96
998,700,0.11,0.3,0.6,0.265971811,0.15,0.834772605,155.4181873,6.51146444,0.33,3.03030303,292.2085701,291.54
999,1200,0.1,0.19,0.6,0.251188643,0.15,0.779494473,234.9601908,4.307112607,0.33,3.03030303,83.51729955,75.82
1000,800,0.13,0.21,0.6,0.294012647,0.15,0.791284929,186.1182209,5.43740422,0.33,3.03030303,169.2230251,163.41
1001,900,0.19,0.25,0.6,0.369191897,0.15,0.812252396,269.8893027,3.749685481,0.33,3.03030303,54.87547679,46.85
1002,800,0.17,0.29,0.6,0.345357867,0.15,0.830538367,229.4663669,4.410232375,0.33,3.03030303,89.72501809,84.12
1003,700,0.16,0.22,0.6,0.333021283,0.15,0.796825827,185.7519714,5.448125219,0.33,3.03030303,170.2361386,165.85
1004,1000,0.17,0.31,0.6,0.345357867,0.15,0.838888526,289.7167515,3.493066918,0.33,3.03030303,44.26714693,37.39
1005,800,0.11,0.21,0.6,0.265971811,0.15,0.791284929,168.3675888,6.010658034,0.33,3.03030303,229.2818927,222.59
1006,1200,0.12,0.3,0.6,0.280226206,0.15,0.834772605,280.7101924,3.605141628,0.33,3.03030303,48.71283732,47.82
1007,1000,0.19,0.25,0.6,0.369191897,0.15,0.812252396,299.877003,3.374716933,0.33,3.03030303,39.87670306,33.31
1008,1000,0.14,0.3,0.6,0.30738086,0.15,0.834772605,256.5931212,3.943987255,0.33,3.03030303,63.95362415,55.58
1009,800,0.19,0.2,0.6,0.369191897,0.15,0.78551503,232.0046273,4.361981965,0.33,3.03030303,86.78325921,81.64
1010,1200,0.14,0.19,0.6,0.30738086,0.15,0.779494473,287.5220178,3.519730446,0.33,3.03030303,45.29905121,41.62
1011,1100,0.2,0.27,0.6,0.380730788,0.15,0.821683497,344.1242257,2.940798481,0.33,3.03030303,26.27796399,18.2
1012,700,0.18,0.23,0.6,0.357407369,0.15,0.802156626,200.6876828,5.042661243,0.33,3.03030303,134.6703854,132.78
1013,900,0.12,0.23,0.6,0.280226206,0.15,0.802156626,202.3067776,5.002303987,0.33,3.03030303,131.4308184,122.89
1014,800,0.16,0.21,0.6,0.333021283,0.15,0.791284929,210.8117778,4.8004908,0.33,3.03030303,116.0117411,111.38
1015,1000,0.15,0.3,0.6,0.32037215,0.15,0.834772605,267.437894,3.784056122,0.33,3.03030303,56.41395819,47.47
1016,1100,0.18,0.28,0.6,0.357407369,0.15,0.826178149,324.810375,3.115664024,0.33,3.03030303,31.30458409,23.76
1017,1200,0.19,0.28,0.6,0.369191897,0.15,0.826178149,366.0219339,2.764861628,0.33,3.03030303,21.79737752,19.05
1018,800,0.2,0.24,0.6,0.380730788,0.15,0.807293929,245.8893227,4.115672812,0.33,3.03030303,72.7682524,68.12
1019,1200,0.13,0.2,0.6,0.294012647,0.15,0.78551503,277.1416235,3.651562646,0.33,3.03030303,50.6385286,44.19
1020,1100,0.16,0.19,0.6,0.333021283,0.15,0.779494473,285.5470744,3.544074133,0.33,3.03030303,46.25513925,40.36
1021,1000,0.17,0.21,0.6,0.345357867,0.15,0.791284929,273.276475,3.70320936,0.33,3.03030303,52.84019855,52.83
1022,1100,0.15,0.26,0.6,0.32037215,0.15,0.817045048,287.9343264,3.514690356,0.33,3.03030303,45.10277276,38.71
1023,1000,0.13,0.26,0.6,0.294012647,0.15,0.817045048,240.2215769,4.212777274,0.33,3.03030303,78.0965439,77.43
1024,1200,0.18,0.28,0.6,0.357407369,0.15,0.826178149,354.3385909,2.856025355,0.33,3.03030303,24.04900693,20.32
1025,1000,0.11,0.31,0.6,0.265971811,0.15,0.838888526,223.1207007,4.535661625,0.33,3.03030303,97.68325966,92.41
1026,1200,0.13,0.3,0.6,0.294012647,0.15,0.834772605,294.5204434,3.436094243,0.33,3.03030303,42.1152707,37.12
1027,900,0.18,0.22,0.6,0.357407369,0.15,0.796825827,256.3122804,3.948308673,0.33,3.03030303,64.16620541,61.6
1028,800,0.14,0.25,0.6,0.30738086,0.15,0.812252396,199.7366721,5.066670978,0.33,3.03030303,136.6228504,134.93
1029,1000,0.11,0.26,0.6,0.265971811,0.15,0.817045048,217.3109515,4.656921307,0.33,3.03030303,105.8137532,101.63
1030,900,0.14,0.26,0.6,0.30738086,0.15,0.817045048,226.0296086,4.477289529,0.33,3.03030303,93.92328442,88.67
1031,1200,0.17,0.3,0.6,0.345357867,0.15,0.834772605,345.9543431,2.925241496,0.33,3.03030303,25.85897398,17.57
1032,800,0.14,0.27,0.6,0.30738086,0.15,0.821683497,202.055824,5.008516853,0.33,3.03030303,131.9261005,124.46
1033,800,0.14,0.22,0.6,0.30738086,0.15,0.796825827,195.9432064,5.164761865,0.33,3.03030303,144.7966422,135.9
1034,1000,0.12,0.24,0.6,0.280226206,0.15,0.807293929,226.2249151,4.473424157,0.33,3.03030303,93.67778253,88.69
1035,700,0.11,0.22,0.6,0.265971811,0.15,0.796825827,148.353246,6.821556166,0.33,3.03030303,336.449257,329.2
1036,800,0.19,0.22,0.6,0.369191897,0.15,0.796825827,235.3453109,4.300064429,0.33,3.03030303,83.10384146,82.38
1037,1000,0.12,0.26,0.6,0.280226206,0.15,0.817045048,228.9574343,4.420035553,0.33,3.03030303,90.3307559,80.74
1038,800,0.19,0.2,0.6,0.369191897,0.15,0.78551503,232.0046273,4.361981965,0.33,3.03030303,86.78325921,82.15
1039,1200,0.14,0.24,0.6,0.30738086,0.15,0.807293929,297.7760425,3.398527268,0.33,3.03030303,40.73540104,32.44
1040,1100,0.16,0.2,0.6,0.333021283,0.15,0.78551503,287.7525455,3.516910679,0.33,3.03030303,45.18916939,35.61
1041,700,0.11,0.3,0.6,0.265971811,0.15,0.834772605,155.4181873,6.51146444,0.33,3.03030303,292.2085701,283.48
1042,800,0.12,0.23,0.6,0.280226206,0.15,0.802156626,179.8282467,5.627591986,0.33,3.03030303,187.8040078,184.96
1043,1000,0.18,0.26,0.6,0.357407369,0.15,0.817045048,292.0179214,3.465540729,0.33,3.03030303,43.21850292,39.22
1044,700,0.14,0.19,0.6,0.30738086,0.15,0.779494473,167.721177,6.033823622,0.33,3.03030303,231.9701773,225.1
1045,700,0.2,0.23,0.6,0.380730788,0.15,0.802156626,213.784007,4.733749799,0.33,3.03030303,111.1927998,107.84
1046,900,0.11,0.27,0.6,0.265971811,0.15,0.821683497,196.6901833,5.145147474,0.33,3.03030303,143.1366972,136.89
1047,1000,0.19,0.24,0.6,0.369191897,0.15,0.807293929,298.0463769,3.395444731,0.33,3.03030303,40.62354084,34.13
1048,1000,0.17,0.22,0.6,0.345357867,0.15,0.796825827,275.1900676,3.677458306,0.33,3.03030303,51.73459856,48.48
1049,1100,0.13,0.29,0.6,0.294012647,0.15,0.830538367,268.6076617,3.76757682,0.33,3.03030303,55.67276313,49.47
1050,700,0.16,0.19,0.6,0.333021283,0.15,0.779494473,181.7117746,5.569259351,0.33,3.03030303,181.9668389,172.09
1051,800,0.11,0.29,0.6,0.265971811,0.15,0.830538367,176.7198352,5.726578452,0.33,3.03030303,197.9940621,192.95
1052,700,0.13,0.24,0.6,0.294012647,0.15,0.807293929,166.1482371,6.090946359,0.33,3.03030303,238.6891352,233.4
1053,700,0.14,0.28,0.6,0.30738086,0.15,0.826178149,177.7659451,5.692878911,0.33,3.03030303,194.4843618,193.41
1054,900,0.1,0.28,0.6,0.251188643,0.15,0.826178149,186.7739115,5.418315608,0.33,3.03030303,167.4292019,160.37
1055,1200,0.11,0.28,0.6,0.265971811,0.15,0.826178149,263.6881188,3.837867268,0.33,3.03030303,58.88023673,51.61
1056,1200,0.13,0.31,0.6,0.294012647,0.15,0.838888526,295.9726027,3.419235399,0.33,3.03030303,41.49221978,41.05
1057,800,0.2,0.29,0.6,0.380730788,0.15,0.830538367,252.9692214,4.000486677,0.33,3.03030303,66.7704539,60.23
1058,1200,0.11,0.28,0.6,0.265971811,0.15,0.826178149,263.6881188,3.837867268,0.33,3.03030303,58.88023673,53.62
1059,1100,0.17,0.28,0.6,0.345357867,0.15,0.826178149,313.8598354,3.224369243,0.33,3.03030303,34.73295444,25.14
1060,900,0.15,0.23,0.6,0.32037215,0.15,0.802156626,231.2897785,4.37546357,0.33,3.03030303,87.59860469,82.12
1061,800,0.16,0.23,0.6,0.333021283,0.15,0.802156626,213.7081831,4.735429339,0.33,3.03030303,111.3123923,106.2
1062,1000,0.11,0.31,0.6,0.265971811,0.15,0.838888526,223.1207007,4.535661625,0.33,3.03030303,97.68325966,93.3
1063,700,0.19,0.29,0.6,0.369191897,0.15,0.830538367,214.6396247,4.714879657,0.33,3.03030303,109.8550528,109.75
1064,1000,0.2,0.29,0.6,0.380730788,0.15,0.830538367,316.2115268,3.200389342,0.33,3.03030303,33.95608582,25.07
1065,1100,0.13,0.21,0.6,0.294012647,0.15,0.791284929,255.9125538,3.954475796,0.33,3.03030303,64.47040062,56.79
1066,700,0.14,0.28,0.6,0.30738086,0.15,0.826178149,177.7659451,5.692878911,0.33,3.03030303,194.4843618,190.94
1067,700,0.13,0.29,0.6,0.294012647,0.15,0.830538367,170.9321484,5.920477861,0.33,3.03030303,219.0155923,212.39
1068,700,0.16,0.25,0.6,0.333021283,0.15,0.812252396,189.3481346,5.344652601,0.33,3.03030303,160.6262835,152.3
1069,900,0.12,0.19,0.6,0.280226206,0.15,0.779494473,196.5913012,5.147735397,0.33,3.03030303,143.3549764,137.56
1070,1000,0.19,0.23,0.6,0.369191897,0.15,0.802156626,296.1497266,3.417190391,0.33,3.03030303,41.41706531,37.21
1071,1200,0.12,0.23,0.6,0.280226206,0.15,0.802156626,269.7423701,3.75172799,0.33,3.03030303,54.96610714,46.71
1072,1100,0.15,0.3,0.6,0.32037215,0.15,0.834772605,294.1816834,3.44005102,0.33,3.03030303,42.26240359,33.45
1073,1200,0.12,0.25,0.6,0.280226206,0.15,0.812252396,273.1372893,3.705096447,0.33,3.03030303,52.92183588,44.39
1074,900,0.14,0.31,0.6,0.30738086,0.15,0.838888526,232.0724488,4.360707207,0.33,3.03030303,86.7064281,84.14
1075,800,0.16,0.21,0.6,0.333021283,0.15,0.791284929,210.8117778,4.8004908,0.33,3.03030303,116.0117411,114.49
1076,1200,0.11,0.23,0.6,0.265971811,0.15,0.802156626,256.0212611,3.952796715,0.33,3.03030303,64.38748392,63.31
1077,1100,0.13,0.21,0.6,0.294012647,0.15,0.791284929,255.9125538,3.954475796,0.33,3.03030303,64.47040062,57.81
1078,1200,0.13,0.2,0.6,0.294012647,0.15,0.78551503,277.1416235,3.651562646,0.33,3.03030303,50.6385286,46.94
1079,1200,0.2,0.25,0.6,0.380730788,0.15,0.812252396,371.0993937,2.727032211,0.33,3.03030303,20.9061248,17.55
1080,700,0.13,0.26,0.6,0.294012647,0.15,0.817045048,168.1551039,6.018253248,0.33,3.03030303,230.1609777,221.58
1081,1100,0.12,0.19,0.6,0.280226206,0.15,0.779494473,240.278257,4.211783507,0.33,3.03030303,78.04073159,68.61
1082,800,0.13,0.29,0.6,0.294012647,0.15,0.830538367,195.3510267,5.180418128,0.33,3.03030303,146.1308337,143.29
1083,900,0.11,0.31,0.6,0.265971811,0.15,0.838888526,200.8086306,5.039624028,0.33,3.03030303,134.4247402,125.31
1084,700,0.19,0.31,0.6,0.369191897,0.15,0.838888526,216.7975923,4.66794852,0.33,3.03030303,106.5748477,100.75
1085,700,0.11,0.3,0.6,0.265971811,0.15,0.834772605,155.4181873,6.51146444,0.33,3.03030303,292.2085701,291.86
1086,700,0.12,0.27,0.6,0.280226206,0.15,0.821683497,161.1800745,6.278691724,0.33,3.03030303,261.6889195,254.57
1087,900,0.13,0.19,0.6,0.294012647,0.15,0.779494473,206.2631097,4.906354809,0.33,3.03030303,123.9392729,119.68
1088,800,0.17,0.24,0.6,0.345357867,0.15,0.807293929,223.0442471,4.537216329,0.33,3.03030303,97.78475928,88.36
1089,1200,0.2,0.26,0.6,0.380730788,0.15,0.817045048,373.2890457,2.711035889,0.33,3.03030303,20.53672141,14.97
1090,1000,0.13,0.26,0.6,0.294012647,0.15,0.817045048,240.2215769,4.212777274,0.33,3.03030303,78.0965439,69.99
1091,900,0.12,0.28,0.6,0.280226206,0.15,0.826178149,208.3650918,4.856859617,0.33,3.03030303,120.1891615,119.87
1092,800,0.19,0.28,0.6,0.369191897,0.15,0.826178149,244.0146226,4.147292442,0.33,3.03030303,74.47561907,66.07
1093,700,0.12,0.22,0.6,0.280226206,0.15,0.796825827,156.3040351,6.474560938,0.33,3.03030303,287.218956,286.11
1094,700,0.19,0.27,0.6,0.369191897,0.15,0.821683497,212.3512223,4.765689544,0.33,3.03030303,113.4818761,105.73
1095,900,0.13,0.25,0.6,0.294012647,0.15,0.812252396,214.931229,4.708482823,0.33,3.03030303,109.404026,108.58
1096,900,0.2,0.31,0.6,0.380730788,0.15,0.838888526,287.4516202,3.520592436,0.33,3.03030303,45.33267727,42.35
1097,1200,0.18,0.24,0.6,0.357407369,0.15,0.807293929,346.2393592,2.922833505,0.33,3.03030303,25.79452331,24.96
1098,700,0.17,0.26,0.6,0.345357867,0.15,0.817045048,197.5210543,5.123504447,0.33,3.03030303,141.3199211,140.98
1099,800,0.11,0.2,0.6,0.265971811,0.15,0.78551503,167.1398844,6.054808544,0.33,3.03030303,234.4235605,233.05
1100,1200,0.1,0.28,0.6,0.251188643,0.15,0.826178149,249.031882,4.063736706,0.33,3.03030303,70.02110741,64.59
1101,700,0.14,0.21,0.6,0.30738086,0.15,0.791284929,170.2580894,5.943917281,0.33,3.03030303,221.6537182,218.13
1102,900,0.16,0.26,0.6,0.333021283,0.15,0.817045048,244.8840511,4.132568027,0.33,3.03030303,73.67724322,64.14
1103,1200,0.19,0.29,0.6,0.369191897,0.15,0.830538367,367.9536423,2.750346467,0.33,3.03030303,21.45245445,17.23
1104,1100,0.1,0.23,0.6,0.251188643,0.15,0.802156626,221.641898,4.565923722,0.33,3.03030303,99.67165568,98.45
1105,1100,0.1,0.31,0.6,0.251188643,0.15,0.838888526,231.7911975,4.365998411,0.33,3.03030303,87.02563317,77.09
1106,1200,0.17,0.31,0.6,0.345357867,0.15,0.838888526,347.6601018,2.910889098,0.33,3.03030303,25.47641779,22.14
1107,1200,0.12,0.21,0.6,0.280226206,0.15,0.791284929,266.0865287,3.803274089,0.33,3.03030303,57.28664757,51.88
1108,700,0.18,0.26,0.6,0.357407369,0.15,0.817045048,204.412545,4.95077247,0.33,3.03030303,127.3707182,126.84
1109,1200,0.19,0.23,0.6,0.369191897,0.15,0.802156626,355.3796719,2.84765866,0.33,3.03030303,23.83615237,21.12
1110,800,0.15,0.3,0.6,0.32037215,0.15,0.834772605,213.9503152,4.730070152,0.33,3.03030303,110.9310895,107.61
1111,700,0.12,0.27,0.6,0.280226206,0.15,0.821683497,161.1800745,6.278691724,0.33,3.03030303,261.6889195,257.86
1112,1200,0.14,0.21,0.6,0.30738086,0.15,0.791284929,291.8710105,3.46728508,0.33,3.03030303,43.28445685,34.85
1113,700,0.1,0.19,0.6,0.251188643,0.15,0.779494473,137.0601113,7.383621612,0.33,3.03030303,427.6805422,426.45
1114,900,0.12,0.31,0.6,0.280226206,0.15,0.838888526,211.5706942,4.78327116,0.33,3.03030303,114.7552944,113.21
1115,900,0.14,0.23,0.6,0.30738086,0.15,0.802156626,221.9108343,4.560390227,0.33,3.03030303,99.30606573,97.65
1116,1000,0.18,0.31,0.6,0.357407369,0.15,0.838888526,299.8249412,3.375302922,0.33,3.03030303,39.89768926,32.17
1117,1200,0.18,0.21,0.6,0.357407369,0.15,0.791284929,339.373278,2.981967248,0.33,3.03030303,27.40863973,20.82
1118,1000,0.18,0.22,0.6,0.357407369,0.15,0.796825827,284.7914227,3.553477806,0.33,3.03030303,46.62805445,40.38
1119,800,0.16,0.23,0.6,0.333021283,0.15,0.802156626,213.7081831,4.735429339,0.33,3.03030303,111.3123923,105.97
1120,900,0.19,0.24,0.6,0.369191897,0.15,0.807293929,268.2417392,3.772716368,0.33,3.03030303,55.90322171,49.68
1121,1200,0.18,0.3,0.6,0.357407369,0.15,0.834772605,358.024657,2.826620961,0.33,3.03030303,23.30652368,17.97
1122,1000,0.18,0.24,0.6,0.357407369,0.15,0.807293929,288.5327994,3.507400206,0.33,3.03030303,44.81987865,41.35
1123,800,0.2,0.28,0.6,0.380730788,0.15,0.826178149,251.6411661,4.021599548,0.33,3.03030303,67.84402197,60.91
1124,1100,0.1,0.26,0.6,0.251188643,0.15,0.817045048,225.7556807,4.482722192,0.33,3.03030303,94.26905795,90.62
1125,800,0.19,0.29,0.6,0.369191897,0.15,0.830538367,245.3024282,4.1255197,0.33,3.03030303,73.2971122,71.45
1126,1200,0.14,0.24,0.6,0.30738086,0.15,0.807293929,297.7760425,3.398527268,0.33,3.03030303,40.73540104,34.87
1127,1200,0.14,0.19,0.6,0.30738086,0.15,0.779494473,287.5220178,3.519730446,0.33,3.03030303,45.29905121,40
1128,1100,0.15,0.2,0.6,0.32037215,0.15,0.78551503,276.8228528,3.655767542,0.33,3.03030303,50.81543813,41.61
1129,1300,0.15,0.3,0.6,0.32037215,0.15,0.834772605,347.6692622,2.910812401,0.33,3.03030303,25.47438373,21.5
1130,800,0.17,0.29,0.6,0.345357867,0.15,0.830538367,229.4663669,4.410232375,0.33,3.03030303,89.72501809,87.71
1131,900,0.19,0.29,0.6,0.369191897,0.15,0.830538367,275.9652317,3.667128622,0.33,3.03030303,51.29549447,49.75
1132,1000,0.12,0.2,0.6,0.280226206,0.15,0.78551503,220.121897,4.597452655,0.33,3.03030303,101.7719457,95.66
1133,1200,0.11,0.26,0.6,0.265971811,0.15,0.817045048,260.7731418,3.880767755,0.33,3.03030303,60.89742777,60.55
1134,1000,0.18,0.3,0.6,0.357407369,0.15,0.834772605,298.3538808,3.391945153,0.33,3.03030303,40.49679657,34.77
1135,1000,0.17,0.3,0.6,0.345357867,0.15,0.834772605,288.2952859,3.510289795,0.33,3.03030303,44.93186641,39.13
1136,1100,0.13,0.25,0.6,0.294012647,0.15,0.812252396,262.6937244,3.852395037,0.33,3.03030303,59.55824098,54.6
1137,900,0.18,0.26,0.6,0.357407369,0.15,0.817045048,262.8161292,3.85060081,0.33,3.03030303,59.47422359,59.05
1138,1000,0.19,0.31,0.6,0.369191897,0.15,0.838888526,309.7108461,3.267563964,0.33,3.03030303,36.16219985,30.67
